Image,Category,X_Original,Y_Original,Radius_Original,Diameter_Original
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5691.6,11090.8,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8248.4,8071.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8370.8,5446.8,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,564.4,9785.2,557.12,1114.24
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6670.8,4059.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7949.2,918,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9418,7609.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13579.6,6820.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1530,12668.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11390,14994,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13878.8,5514.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4590,11866,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7772.4,3570,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10179.6,5283.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13729.2,7622.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5718.8,2400.4,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8466,13579.6,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4005.2,3080.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9404.4,2046.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12478,14926,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14218.8,1176.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4277.2,11036.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6562,15225.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8724.4,15225.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14980.4,1788.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7636.4,15157.2,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9118.8,8670,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14110,9907.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2237.2,3515.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2305.2,10506,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,768.4,13348.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2903.6,1258,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11893.2,10628.4,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7636.4,7310,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9567.6,15334,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11553.2,14178,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13158,5922.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14178,14259.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11662,4766.8,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4290.8,9050.8,572.08,1144.16
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3107.6,14980.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10329.2,14667.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10642,9839.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1965.2,1489.2,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6820.4,6534.8,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11716.4,12369.2,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3869.2,1462,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9989.2,12899.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14749.2,11934,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12845.2,7786,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13212.4,15334,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14722,6439.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15334,4807.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7650,9037.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11893.2,8819.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9132.4,6507.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12804.4,12994.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12450.8,9771.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6303.6,9132.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14613.2,7323.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8547.6,10397.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5732.4,7718,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7527.6,10465.2,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6956.4,3284.4,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13593.2,12777.2,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4685.2,10138.8,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,768.4,11254,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8656.4,14422.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3597.2,13906,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15225.2,9540.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15225.2,13511.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5079.6,8887.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13334.8,13892.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1557.2,10030,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1679.6,14164.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6997.2,1230.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12342,5963.6,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10438,1448.4,572.08,1144.16
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4862,3121.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,646,15007.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6426,10438,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12695.6,6915.6,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15157.2,2577.2,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14722,10710,527.2,1054.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4644.4,14164.4,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8262,2794.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13919.6,8642.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3107.6,2944.4,557.12,1114.24
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1502.8,15374.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9907.6,8262,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13729.2,3760.4,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8914.8,659.6,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14055.6,15279.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12342,13933.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15266,3760.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14885.2,8738,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4807.6,12668.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14858,15048.4,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6779.6,11485.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11254,13402.8,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4426.8,4114,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2074,659.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10410.8,646,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1081.2,12002,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5569.2,632.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15320.4,795.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5555.6,15225.2,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1516.4,10846,542.16,1084.32
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3474.8,673.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3991.6,12804.4,557.12,1114.24
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15347.6,11226.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15334,14368.4,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11621.2,5582.8,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10954.8,8506.8,527.2,1054.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3039.6,13212.4,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7745.2,11362.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13933.2,11838.8,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9472.4,14504.4,497.28,994.56
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12722.8,8914.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,782,4522,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15211.6,12641.2,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14735.6,5501.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1067.6,3529.2,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5841.2,12042.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10315.6,6208.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3828.4,15415.6,527.2,1054.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10383.6,7459.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12546,918,572.08,1144.16
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15320.4,7922,572.08,1144.16
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6806.8,7418.8,437.44,874.88
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5215.6,13566,572.08,1144.16
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2536.4,15551.6,392.56,785.12
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7813.2,14354.8,497.28,994.56
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6494,5691.6,452.4,904.8
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8030.8,12722.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10478.8,15714.8,482.32,964.64
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4277.2,578,572.08,1144.16
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3583.6,3801.2,482.32,964.64
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13416.4,9404.4,497.28,994.56
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6888.4,9690,467.36,934.72
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,387.6,12641.2,377.6,755.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7201.2,428.4,407.52,815.04
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11539.6,6412.4,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8030.8,15959.6,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15429.2,6956.4,482.32,964.64
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11961.2,15633.2,347.68,695.36
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6861.2,14395.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15510.8,15551.6,362.64,725.28
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3216.4,2006,332.72,665.44
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3216.4,4617.2,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9581.2,210.8,527.2,1054.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1761.2,4168.4,527.2,1054.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7622.8,4358.8,317.76,635.52
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14314,346.8,347.68,695.36
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6004.4,6956.4,497.28,994.56
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6412.4,4821.2,437.44,874.88
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2332.4,12695.6,302.8,605.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7949.2,9785.2,272.88,545.76
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2930.8,9390.8,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,292.4,10574,257.92,515.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5038.8,7310,287.84,575.68
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11743.6,7228.4,527.2,1054.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15442.8,5977.2,301.44,602.88
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,387.6,5297.2,302.8,605.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8452.4,9132.4,257.92,515.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3542.8,8683.6,422.48,844.96
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13470.8,605.2,377.6,755.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,455.6,8806,347.68,695.36
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5555.6,14368.4,316.4,632.8
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,278.8,3814.8,242.96,485.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15687.6,11961.2,242.96,485.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4998,4794,362.64,725.28
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,15823.6,1856.4,286.48,572.96
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1530,5378.8,272.88,545.76
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7160.4,15810,242.96,485.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2754,238,211.68,423.36
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1203.6,1217.2,183.12,366.24
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9282,4770,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11442,2442,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,10158,4134,1180,2360
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9762,1770,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,10734,10998,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,3906,11334,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11058,3402,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8274,3006,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,4350,10230,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9738,11490,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,12570,2466,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,2718,11334,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9870,3138,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13602,3798,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,7494,6810,1114,2228
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11958,3822,1100.8,2201.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,3606,1890,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14358,2742,1140.4,2280.8
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,3174,13578,1153.6,2307.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9894,13014,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11814,11346,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11058,4722,1127.2,2254.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,10794,9378,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,6810,2130,1153.6,2307.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,4782,2106,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8034,5850,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9258,10398,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,10974,1230,1180,2360
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11190,12306,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,12150,10374,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,1722,13134,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13554,5466,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8958,3810,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13158,11226,1114,2228
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,1866,14442,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,4746,9150,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8178,1554,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8526,14610,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13686,12078,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,7602,4026,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,5826,2538,1180,2360
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,12786,4350,1153.6,2307.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13650,2022,1153.6,2307.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13494,13074,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,12246,12786,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,6630,8490,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9798,14334,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,11538,14382,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,7170,5358,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,5790,9558,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14322,4446,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9582,9438,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,2898,1194,1114,2228
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,12894,14118,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13146,9426,1180,2360
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,1182,11298,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,6222,3522,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,10914,13542,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,12486,5418,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,6054,1146,1127.2,2254.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,2310,2490,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,4470,3270,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,6918,10446,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14142,6474,1180,2360
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14682,10290,1180,2360
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14718,13698,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8982,7974,1127.2,2254.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,7110,9438,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9282,6330,1166.8,2333.6
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,4170,14766,1153.6,2307.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,13158,6594,1127.2,2254.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,8922,12666,1140.4,2280.8
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14742,1734,1153.6,2307.2
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,7578,8202,1193.2,2386.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,9066,2442,1127.2,2254.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Medium,14730,11562,1114,2228
